scientificName
Porphyromonas canoris
Porphyromonas catoniae 
Porphyromonas circumdentaria
Porphyromonas endodontalis
Porphyromonas gingivalis
Porphyromonas gulae
Porphyromonas levii
Porphyromonas macacae
Porphyromonas somerae
Porphyromonas uenonis
Tannerella forsythia
Alloprevotella rava
Alloprevotella tannerae
Prevotella bergensis
Prevotella bivia
Prevotella buccae
Prevotella buccalis
Prevotella corporis
Prevotella dentalis
Prevotella denticola
Prevotella disiens
Prevotella enoeca
Prevotella intermedia
Prevotella loescheii
Prevotella melaninogenica
Prevotella multiformis
Prevotella multisaccharivorax
Prevotella nigrescens
Prevotella oralis
Prevotella oris
Prevotella oulorum
Prevotella ruminicola
Prevotella timonensis
Prevotella veroralis
Alistipes finegoldii
Alistipes indistinctus
Alistipes onderdonkii
Alistipes putredinis
Alistipes shahii
Alistipes timonensis
Chitinophaga terrae
Bergeyella zoohelcum
Capnocytophaga canimorsus
Capnocytophaga cynodegmi
Capnocytophaga gingivalis
Capnocytophaga granulosa
Capnocytophaga haemolytica
Capnocytophaga leadbetteri
Capnocytophaga ochracea
Capnocytophaga sputigena
Chryseobacterium aahli
Chryseobacterium anthropi
Chryseobacterium balustinum
Chryseobacterium bernardetii
Chryseobacterium carnis
Chryseobacterium chaponense
Chryseobacterium gallinarum
Chryseobacterium gleum
Chryseobacterium hominis
Chryseobacterium indologenes
Chryseobacterium lactis
Chryseobacterium nakagawai
Chryseobacterium oncorhynchi
Chryseobacterium oranimense
Chryseobacterium piscicola
Chryseobacterium scophthalmum
Chryseobacterium shigense
Chryseobacterium treverense
Chryseobacterium tructae
Chryseobacterium viscerum
Coenonia anatina
Cruoricaptor ignavus
Elizabethkingia anophelis
Elizabethkingia meningoseptica
Elizabethkingia miricola
Empedobacter brevis
Empedobacter falsenii
Flavobacterium araucananum
Flavobacterium branchiophilum
Flavobacterium ceti
Flavobacterium chilense
Flavobacterium columnare
Flavobacterium oncorhynchi
Flavobacterium piscis
Flavobacterium plurextorum
Flavobacterium psychrophilum
Flavobacterium spartansii
Myroides odoratimimus
Myroides odoratus
Ornithobacterium rhinotracheale
Riemerella anatipestifer
Riemerella columbina
Tenacibaculum dicentrarchi
Tenacibaculum maritimum
Tenacibaculum soleae
Weeksella virosa
Filobacterium rodentium
Sphingobacterium multivorum
Sphingobacterium spiritivorum
Chlamydia abortus
Chlamydia avium
Chlamydia caviae
Chlamydia felis
Chlamydia gallinacea
Chlamydia muridarum
Chlamydia pecorum
Chlamydia pneumoniae
Chlamydia psittaci
Chlamydia suis
Chlamydia trachomatis
Parachlamydia acanthamoebae
Simkania negevensis
Waddlia chondrophila
Effusibacillus consociatus
Bacillus anthracis
Bacillus badius
Bacillus cereus
Bacillus circulans
Bacillus coagulans
Bacillus cytotoxicus
Bacillus idriensis
Bacillus infantis
Bacillus licheniformis
Bacillus mycoides
Bacillus oleronius
Bacillus pumilus
Bacillus subtilis
Bacillus thuringiensis
Bacillus xiamenensis
Lysinibacillus sphaericus
Listeria grayi
Listeria innocua
Listeria ivanovii
Listeria monocytogenes
Brevibacillus agri
Brevibacillus brevis
Brevibacillus centrosporus
Paenibacillus alvei
Paenibacillus cineris
Paenibacillus glucanolyticus
Paenibacillus larvae
Paenibacillus macerans
Paenibacillus pasadenensis
Paenibacillus sputi
Paenibacillus thiaminolyticus
Staphylococcus agnetis
Staphylococcus argenteus
Staphylococcus aureus
Staphylococcus capitis
Staphylococcus caprae
Staphylococcus chromogenes
Staphylococcus cohnii
Staphylococcus condimenti
Staphylococcus delphini
Staphylococcus devriesei
Staphylococcus epidermidis
Staphylococcus felis
Staphylococcus gallinarum
Staphylococcus haemolyticus
Staphylococcus hominis
Staphylococcus hyicus
Staphylococcus intermedius
Staphylococcus lentus
Staphylococcus lugdunensis
Staphylococcus pasteuri
Staphylococcus pettenkoferi
Staphylococcus pseudintermedius
Staphylococcus saccharolyticus
Staphylococcus saprophyticus
Staphylococcus schleiferi
Staphylococcus sciuri
Staphylococcus simulans
Staphylococcus warneri
Staphylococcus xylosus
Desmospora activa
Exiguobacterium acetylicum
Exiguobacterium aurantiacum
Gemella asaccharolytica
Gemella bergeri
Gemella cuniculi
Gemella haemolysans
Gemella morbillorum
Gemella parahaemolysans
Gemella sanguinis
Gemella taiwanensis
Abiotrophia defectiva
Aerococcus christensenii
Aerococcus sanguinicola
Aerococcus suis
Aerococcus urinae
Aerococcus urinaeequi
Aerococcus urinaehominis
Aerococcus vaginalis
Aerococcus viridans
Eremococcus coleocola
Facklamia hominis
Facklamia ignava
Facklamia languida
Facklamia miroungae
Facklamia sourekii
Globicatella sanguinis
Globicatella sulfidifaciens
Allofustis seminis
Alloiococcus otitis
Atopobacter phocae
Carnobacterium maltaromaticum
Dolosigranulum pigrum
Granulicatella adiacens
Granulicatella balaenopterae 
Granulicatella elegans
Catellicoccus marimammalium
Enterococcus alcedinis
Enterococcus asini
Enterococcus avium
Enterococcus caccae
Enterococcus casseliflavus
Enterococcus cecorum
Enterococcus columbae
Enterococcus durans
Enterococcus faecalis
Enterococcus faecium
Enterococcus gallinarum
Enterococcus gilvus
Enterococcus hirae
Enterococcus mundtii
Enterococcus pallens
Enterococcus pseudoavium
Enterococcus raffinosus
Enterococcus ratti
Enterococcus thailandicus
Enterococcus villorum
Vagococcus fluvialis
Vagococcus salmoninarum
Lactobacillus acidophilus
Lactobacillus casei
Lactobacillus delbrueckii
Lactobacillus fermentum
Lactobacillus gasseri
Lactobacillus jensenii
Lactobacillus plantarum
Lactobacillus rhamnosus
Lactobacillus sakei
Lactobacillus salivarius
Lactobacillus zeae
Leuconostoc lactis
Leuconostoc mesenteroides
Leuconostoc pseudomesenteroides
Weissella ceti
Weissella confusa
Lactococcus garvieae
Streptococcus acidominimus
Streptococcus agalactiae
Streptococcus alactolyticus
Streptococcus anginosus
Streptococcus australis
Streptococcus canis
Streptococcus constellatus
Streptococcus cristatus
Streptococcus didelphis
Streptococcus dysgalactiae
Streptococcus equi
Streptococcus equinus
Streptococcus gallinaceus
Streptococcus gallolyticus
Streptococcus gordonii
Streptococcus halichoeri
Streptococcus ictaluri
Streptococcus infantarius
Streptococcus iniae
Streptococcus intermedius
Streptococcus lactarius
Streptococcus merionis
Streptococcus minor
Streptococcus mitis
Streptococcus mutans
Streptococcus oralis
Streptococcus parasanguinis
Streptococcus parauberis
Streptococcus pasteurianus
Streptococcus phocae
Streptococcus pluranimalium
